0.0, 565.099089392, 606.578112996, 563.02537331, 450.098834018, 387.811247069, 430.155426701, 498.563935606, 464.967957185, 441.181861657, 416.149907577, 424.649762358, 676.976752859, 523.712809661, 435.361186092, 393.301923669, 559.522729788, 612.660839783, 570.204717601, 427.154380917, 400.014390555, 650.971463584, 641.836798521, 415.216444284, 673.630230605, 558.403629216, 532.675834744, 442.328834187, 504.655766805, 535.197666553, 607.736558639, 432.499260701, 491.529113168, 649.812493974, 429.791155279, 542.034211496, 430.948840663, 645.144557857, 629.084351589, 458.833223803, 629.220868887, 601.164404606, 403.958619301, 524.855340117, 439.559521984, 477.557680524, 492.456104063, 816.022890743, 411.052399445, 472.201118874, 441.058112699, 700.048122491, 417.474124705, 470.122328561, 639.747583937, 602.610230907, 422.638142199, 417.543943511, 477.671500657, 507.7336037, 401.982351948, 431.331811663, 725.029515753, 407.263108822, 504.666408161, 659.299818059, 515.151987264, 431.391538828, 600.792767167, 626.131645201
565.099089392, 0.0, 491.415291242, 504.859939317, 490.992305292, 484.413641002, 503.345287712, 464.594962552, 569.537603173, 521.140565328, 533.510407063, 500.724662654, 538.391335257, 593.853575945, 510.379484508, 486.598740098, 533.058331965, 504.890945369, 602.155504489, 537.859284888, 512.222764575, 518.232676787, 631.432944996, 524.870821969, 541.633198507, 507.385562828, 462.989200245, 491.818689785, 470.809607848, 597.578737487, 605.662682722, 459.646378602, 564.158283493, 645.040966258, 547.519967803, 549.636263177, 503.399978715, 587.050492159, 513.408835147, 450.780011278, 611.237131614, 491.610493148, 525.490770191, 552.219334495, 537.997834036, 453.169594363, 565.221593119, 666.882310819, 523.864984594, 457.270679739, 460.677300407, 562.206374926, 517.228317823, 457.66686311, 619.682933172, 598.847209316, 487.913098589, 491.110667582, 547.49762307, 482.077482799, 512.997831786, 563.447223285, 582.491584995, 482.335250216, 587.365026583, 588.929084054, 595.927380817, 549.057774701, 552.613492584, 564.603025093
606.578112996, 491.415291242, 0.0, 316.252211042, 424.026224123, 481.147171308, 495.59329854, 275.921283336, 582.961925976, 487.695721209, 576.077377719, 546.327861822, 213.552743694, 584.737704803, 461.197844487, 473.503395098, 569.791149325, 202.094912286, 560.928697928, 597.877575679, 571.813241449, 205.339819225, 517.131087095, 558.268940887, 206.96613603, 367.150772726, 262.350077678, 445.303881487, 339.356052658, 572.662526861, 549.454884226, 382.102562413, 589.745411091, 534.154914094, 576.846831138, 580.228335127, 497.463086392, 538.240339328, 208.942685422, 341.007361521, 548.472095285, 205.357671606, 550.217461827, 497.309462281, 543.068316875, 304.834078396, 603.894016217, 460.069060822, 556.175596605, 309.527544974, 353.504198022, 237.669809473, 553.32351099, 322.784768752, 529.231513808, 558.599303464, 484.757827651, 500.267690527, 593.654170199, 318.940562943, 548.384664943, 578.482384153, 271.391795232, 475.973504519, 576.040053678, 533.330922067, 568.348688061, 571.900744932, 539.718680588, 539.780431267
563.02537331, 504.859939317, 316.252211042, 0.0, 414.103285665, 463.752894447, 443.602847577, 337.29349008, 538.331282751, 461.318549845, 534.908964931, 527.956749131, 338.592412546, 565.231062516, 450.170581384, 446.891955676, 553.997306996, 315.488083231, 516.045031702, 556.580707224, 529.671718512, 329.88017946, 512.397072675, 523.412679388, 341.513042081, 375.877395468, 316.067467036, 432.691246438, 362.605664477, 528.844944033, 528.089087866, 395.427810651, 566.72735052, 541.265004651, 541.886882371, 554.154906887, 480.394191579, 534.09691084, 315.160063056, 356.127295257, 541.046311125, 311.373794649, 517.586294393, 485.925030277, 520.164983663, 354.289904282, 564.846243436, 519.654301769, 530.517764566, 350.703721101, 367.563812282, 350.918096977, 527.26641519, 352.097921493, 530.071969842, 549.011823436, 471.784362957, 485.919414882, 556.178798408, 337.364381375, 507.865569685, 537.273436649, 377.747814651, 465.419323765, 548.142975979, 536.979722317, 537.422343898, 532.357612916, 532.63250031, 538.044805312
450.098834018, 490.992305292, 424.026224123, 414.103285665, 0.0, 349.054197917, 362.388288361, 350.037456689, 436.80432225, 326.169521189, 414.623665025, 402.932816212, 494.166057917, 471.135802468, 317.21591255, 334.636896252, 527.430625947, 431.082465686, 502.908270502, 459.297953264, 414.357237238, 471.833547368, 546.397559871, 429.987643406, 494.54703275, 420.32864096, 368.873915432, 370.333374269, 345.8761977, 476.362576858, 550.417400099, 314.741041628, 480.874299356, 549.317396704, 390.810954161, 491.122026437, 369.739973166, 578.637121335, 450.032471816, 329.827574164, 555.802295128, 417.822219898, 421.31821525, 435.739083463, 393.86747599, 313.903373637, 461.301032006, 666.664390738, 399.425062298, 321.705598051, 317.701107533, 518.367586279, 386.25849362, 321.946164788, 572.880168375, 531.235512548, 340.008913883, 353.783401446, 471.072547318, 355.358320006, 375.605620202, 447.050491195, 544.878663727, 317.585423099, 479.1385106, 557.274464444, 507.793318766, 457.23262445, 538.405865616, 573.309844187
387.811247069, 484.413641002, 481.147171308, 463.752894447, 349.054197917, 0.0, 346.889653739, 379.608618695, 389.666310382, 349.609083403, 371.774511552, 365.57663468, 560.536650821, 470.702018903, 354.076152391, 268.00663788, 509.439184751, 496.607235282, 507.829199399, 398.025262057, 363.702507333, 529.596575888, 567.370499313, 384.006289773, 556.248867175, 452.828186359, 406.256216321, 376.730560765, 396.91249831, 457.540969493, 564.540901207, 323.079200832, 463.953351352, 569.285915873, 368.465865176, 465.844006817, 353.518340371, 586.432934386, 509.704328657, 344.20149267, 572.125794886, 476.788024831, 371.710946413, 462.479769952, 377.793689308, 346.074040146, 440.079946576, 732.226824733, 345.211996937, 337.639146949, 316.182577793, 589.521130583, 348.093424037, 344.473684765, 590.0572253, 545.522752968, 324.974637344, 342.709522824, 454.081013712, 392.067611173, 324.165499889, 403.945984617, 616.723541719, 292.524525557, 482.669767493, 585.519936654, 495.169520618, 405.446338845, 555.222955612, 584.430715928
430.155426701, 503.345287712, 495.59329854, 443.602847577, 362.388288361, 346.889653739, 0.0, 398.130764836, 406.158142352, 363.440388935, 390.918111173, 381.238426642, 575.079558066, 470.079422342, 371.02730377, 338.016513147, 505.494817465, 502.352561778, 488.727778205, 435.657679725, 380.54833707, 547.41460413, 563.802665421, 409.291036309, 575.830448941, 446.254725422, 421.044044198, 346.36732235, 391.199836281, 443.411404005, 578.770506494, 343.619769857, 465.448072513, 571.638375116, 378.047075857, 508.5416153, 366.990673799, 606.123550687, 523.561688991, 351.871400349, 604.623127359, 498.562382344, 377.449301098, 447.030960279, 361.622044928, 367.327840444, 432.183284681, 729.107629573, 366.839202964, 371.783658611, 338.728364079, 603.071917851, 351.328676386, 368.133300964, 602.444786637, 539.272125325, 327.69861987, 371.1767298, 462.333900286, 389.57781035, 371.702579337, 446.303115105, 621.558099371, 321.623176796, 497.282529952, 582.091402628, 501.146401952, 423.776394833, 553.20840944, 592.070659665
498.563935606, 464.594962552, 275.921283336, 337.29349008, 350.037456689, 379.608618695, 398.130764836, 0.0, 486.595438689, 402.21149887, 477.274830972, 441.097685687, 345.826487723, 502.203516657, 379.07819432, 360.986357418, 521.639254262, 273.93819897, 505.110900515, 510.106574143, 463.388324026, 322.341409349, 503.362533784, 467.600948417, 348.0725523, 364.772655983, 264.163043608, 364.679645279, 309.014935233, 495.158062198, 536.66359207, 305.896678851, 512.521222397, 515.408586371, 465.993401261, 519.113500375, 403.09992334, 539.326445194, 309.562606335, 277.626497038, 536.113723711, 286.868069141, 442.292668948, 444.933696157, 443.944928356, 267.002024421, 516.502871352, 556.178695774, 446.951311356, 254.642796586, 290.061950171, 376.330243629, 439.899564053, 269.545676366, 533.64701869, 518.124691119, 377.252682921, 403.199857398, 510.60266366, 292.78062893, 435.953639369, 489.63791996, 401.023852553, 367.504330842, 514.527607308, 528.103920432, 518.464459436, 484.904571495, 514.949009189, 534.974359405
464.967957185, 569.537603173, 582.961925976, 538.331282751, 436.80432225, 389.666310382, 406.158142352, 486.595438689, 0.0, 449.585624484, 460.173375556, 426.309883561, 657.574201638, 501.700465195, 443.014808968, 404.967128407, 574.485220642, 591.783122601, 512.764374195, 475.688170959, 440.807325479, 631.827299227, 610.442127399, 476.042852835, 656.689255828, 516.626399612, 500.652210979, 429.160173673, 473.557003495, 494.494210387, 654.220508235, 424.4126875, 541.560646297, 600.757047035, 422.733533631, 553.360130595, 445.237418188, 674.304278093, 612.784834315, 434.960414427, 646.062261197, 579.919236711, 435.233797319, 522.095652366, 420.086529503, 466.558076466, 448.209318524, 813.490374499, 413.222891479, 448.855929596, 434.846856402, 684.328926898, 411.261993705, 466.681599796, 667.981377157, 602.102099388, 396.255761335, 425.814208976, 524.385515627, 478.011525241, 418.994193741, 500.909353073, 710.862299975, 406.069204443, 535.769562278, 650.556633906, 580.689126999, 473.717184966, 643.275091216, 669.824172719
441.181861657, 521.140565328, 487.695721209, 461.318549845, 326.169521189, 349.609083403, 363.440388935, 402.21149887, 449.585624484, 0.0, 404.931053371, 416.735677571, 562.264889361, 481.195309478, 301.957965677, 356.691117932, 535.522403822, 495.974227593, 504.393293372, 438.893189943, 417.703009599, 537.680730153, 570.883877306, 417.735414797, 560.310921337, 454.32957286, 432.337328183, 398.244606808, 411.673008425, 486.726504968, 559.385792105, 357.461875949, 489.151084853, 573.448029105, 400.637876001, 504.585618739, 380.63409156, 591.907116104, 515.195504495, 380.097827018, 563.201333568, 492.91543405, 410.553515686, 468.905078194, 406.346427428, 365.154779717, 480.13929027, 721.928840519, 404.655609073, 386.40036976, 350.402524016, 584.429858075, 410.275295026, 367.000509197, 585.591818263, 564.044743188, 373.460522117, 381.158097542, 465.226286026, 406.688433817, 381.863950593, 421.256353339, 609.634960362, 342.007122272, 478.63864777, 592.380228812, 505.769794089, 442.122800248, 553.563185884, 585.120337868
